GENEID	RECURRENCE	FREQ	NUM_SAMPLES	PROJECTID
ENSG00000012174	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000012223	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000012504	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000013016	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000013288	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000013375	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000013441	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000013503	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000013523	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000013561	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000013588	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000013619	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000014216	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000014257	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000014914	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000015479	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000016082	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000016490	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000017483	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000017621	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000017797	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000018280	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000018625	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000018699	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000019144	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000019995	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000020256	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000020577	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000021488	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000021645	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000022840	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000022976	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000023228	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000023287	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000023318	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000023516	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000023572	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000023839	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000023902	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000024526	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000025293	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000025708	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000025770	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000026025	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000026559	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000027001	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000028203	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000029153	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000029534	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000029559	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000029725	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000030066	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000030304	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000031003	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000031081	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000031544	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000032219	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000032389	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000032742	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000033122	6	0.060000	100	icgc_snp_sangerBreast
ENSG00000033800	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000033867	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000034053	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000034677	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000035141	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000036448	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000036473	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000036672	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000036828	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000037280	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000037749	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000037757	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000038358	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000038382	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000039068	8	0.080000	100	icgc_snp_sangerBreast
ENSG00000039123	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000039139	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000039319	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000039650	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000039987	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000040531	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000040633	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000040731	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000041515	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000041802	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000041982	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000041988	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000042088	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000042445	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000042781	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000042813	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000042832	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000043143	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000043462	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000043514	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000044090	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000044115	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000044446	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000044459	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000044524	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000046604	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000046774	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000046889	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000047188	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000047315	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000047346	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000047365	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000047410	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000047457	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000047578	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000047644	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000047849	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000047932	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000047936	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000048028	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000048052	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000048140	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000048162	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000048342	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000048405	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000048471	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000048707	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000048740	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000048991	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000049167	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000049192	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000049245	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000049246	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000049618	5	0.050000	100	icgc_snp_sangerBreast
ENSG00000049656	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000049768	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000049883	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000050030	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000050130	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000050344	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000050405	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000050438	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000050820	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000051009	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000051341	5	0.050000	100	icgc_snp_sangerBreast
ENSG00000051382	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000051825	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000052749	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000052802	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000053108	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000053524	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000053747	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000054116	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000054219	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000054267	5	0.050000	100	icgc_snp_sangerBreast
ENSG00000054356	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000054654	5	0.050000	100	icgc_snp_sangerBreast
ENSG00000054690	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000054796	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000055044	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000055130	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000055147	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000055163	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000055332	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000055609	10	0.100000	100	icgc_snp_sangerBreast
ENSG00000055813	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000055917	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000055950	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000056097	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000056586	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000057019	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000057149	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000057294	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000057468	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000057657	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000057704	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000058063	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000058272	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000058335	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000058668	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000058729	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000058804	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000058866	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000059145	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000060339	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000060566	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000060656	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000060709	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000060749	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000060971	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000061455	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000061656	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000061676	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000061918	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000061987	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000062038	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000062370	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000062524	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000062650	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000062822	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000063046	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000063169	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000063322	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000063761	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000063854	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064012	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000064042	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000064102	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064201	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064218	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000064225	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000064313	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064393	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064489	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064490	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064547	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064651	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000064655	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064687	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064692	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064932	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000064933	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000065057	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000065243	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000065357	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000065361	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000065413	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000065457	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000065485	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000065526	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000065548	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000065559	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000065609	5	0.050000	100	icgc_snp_sangerBreast
ENSG00000065675	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000065802	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000065833	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000065882	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000065989	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000066032	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000066117	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000066135	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000066136	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000066185	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000066279	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000066382	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000066468	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000066651	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000066654	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000066739	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000066923	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000066933	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000067113	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000067141	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000067177	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000067248	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000067334	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000067369	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000067445	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000067533	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000067606	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000067704	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000067798	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000067829	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000067840	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000067842	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000067900	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000067955	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000068024	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000068097	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000068120	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000068305	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000068323	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000068354	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000068366	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000068400	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000068438	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000068654	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000068781	4	0.040000	100	icgc_snp_sangerBreast
ENSG00000068784	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000068796	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000068878	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000068885	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000069018	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000069020	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000069188	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000069329	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000069431	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000069509	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000069535	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000069712	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000069956	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000070018	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000070019	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000070061	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000070182	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000070269	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000070366	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000070371	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000070540	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000070601	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000070729	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000070759	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000070770	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000070814	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000071054	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000071073	3	0.030000	100	icgc_snp_sangerBreast
ENSG00000071082	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000071203	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000071282	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000071539	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000071859	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000071894	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000071909	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000071994	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072121	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072133	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072134	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072195	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000072274	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072315	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072364	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072501	2	0.020000	100	icgc_snp_sangerBreast
ENSG00000072736	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072756	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072778	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072786	1	0.010000	100	icgc_snp_sangerBreast
ENSG00000072818	2	0.020000	100	icgc_snp_sangerBreast
