GENEID	PVALUE	QVALUE	PROJECTID
ENSG00000012174	\N	\N	icgc_snp_sangerBreast
ENSG00000012223	\N	\N	icgc_snp_sangerBreast
ENSG00000012504	\N	\N	icgc_snp_sangerBreast
ENSG00000013016	0.99035	1	icgc_snp_sangerBreast
ENSG00000013288	\N	\N	icgc_snp_sangerBreast
ENSG00000013375	\N	\N	icgc_snp_sangerBreast
ENSG00000013441	0.99129	1	icgc_snp_sangerBreast
ENSG00000013503	0.98533	1	icgc_snp_sangerBreast
ENSG00000013523	\N	\N	icgc_snp_sangerBreast
ENSG00000013588	\N	\N	icgc_snp_sangerBreast
ENSG00000013619	\N	\N	icgc_snp_sangerBreast
ENSG00000014216	\N	\N	icgc_snp_sangerBreast
ENSG00000014257	\N	\N	icgc_snp_sangerBreast
ENSG00000014914	\N	\N	icgc_snp_sangerBreast
ENSG00000015479	0.91574	1	icgc_snp_sangerBreast
ENSG00000016082	\N	\N	icgc_snp_sangerBreast
ENSG00000016490	\N	\N	icgc_snp_sangerBreast
ENSG00000017483	\N	\N	icgc_snp_sangerBreast
ENSG00000017621	\N	\N	icgc_snp_sangerBreast
ENSG00000017797	\N	\N	icgc_snp_sangerBreast
ENSG00000018280	\N	\N	icgc_snp_sangerBreast
ENSG00000018625	\N	\N	icgc_snp_sangerBreast
ENSG00000018699	\N	\N	icgc_snp_sangerBreast
ENSG00000019995	\N	\N	icgc_snp_sangerBreast
ENSG00000020256	0.36579	0.88689222737819	icgc_snp_sangerBreast
ENSG00000020577	\N	\N	icgc_snp_sangerBreast
ENSG00000021488	\N	\N	icgc_snp_sangerBreast
ENSG00000022976	0.99864	1	icgc_snp_sangerBreast
ENSG00000023228	\N	\N	icgc_snp_sangerBreast
ENSG00000023287	0.94309	1	icgc_snp_sangerBreast
ENSG00000023318	\N	\N	icgc_snp_sangerBreast
ENSG00000023516	\N	\N	icgc_snp_sangerBreast
ENSG00000023572	\N	\N	icgc_snp_sangerBreast
ENSG00000023839	0.99705	1	icgc_snp_sangerBreast
ENSG00000023902	0.15393	0.523963680781759	icgc_snp_sangerBreast
ENSG00000024526	0.91753	1	icgc_snp_sangerBreast
ENSG00000025293	\N	\N	icgc_snp_sangerBreast
ENSG00000025770	\N	\N	icgc_snp_sangerBreast
ENSG00000026025	\N	\N	icgc_snp_sangerBreast
ENSG00000026559	\N	\N	icgc_snp_sangerBreast
ENSG00000027001	0.017393	0.121984463087248	icgc_snp_sangerBreast
ENSG00000028203	\N	\N	icgc_snp_sangerBreast
ENSG00000029153	\N	\N	icgc_snp_sangerBreast
ENSG00000029534	\N	\N	icgc_snp_sangerBreast
ENSG00000029559	\N	\N	icgc_snp_sangerBreast
ENSG00000029725	\N	\N	icgc_snp_sangerBreast
ENSG00000030066	0.70405	1	icgc_snp_sangerBreast
ENSG00000030304	\N	\N	icgc_snp_sangerBreast
ENSG00000031003	0.14553	0.5069295	icgc_snp_sangerBreast
ENSG00000031081	0.98755	1	icgc_snp_sangerBreast
ENSG00000032219	\N	\N	icgc_snp_sangerBreast
ENSG00000032389	\N	\N	icgc_snp_sangerBreast
ENSG00000032742	\N	\N	icgc_snp_sangerBreast
ENSG00000033122	0.024886	0.159545214723926	icgc_snp_sangerBreast
ENSG00000033800	\N	\N	icgc_snp_sangerBreast
ENSG00000033867	\N	\N	icgc_snp_sangerBreast
ENSG00000034053	0.13042	0.476534615384615	icgc_snp_sangerBreast
ENSG00000034677	\N	\N	icgc_snp_sangerBreast
ENSG00000035141	\N	\N	icgc_snp_sangerBreast
ENSG00000036448	\N	\N	icgc_snp_sangerBreast
ENSG00000036473	\N	\N	icgc_snp_sangerBreast
ENSG00000036672	\N	\N	icgc_snp_sangerBreast
ENSG00000036828	\N	\N	icgc_snp_sangerBreast
ENSG00000037280	0.91597	1	icgc_snp_sangerBreast
ENSG00000037749	\N	\N	icgc_snp_sangerBreast
ENSG00000037757	\N	\N	icgc_snp_sangerBreast
ENSG00000038358	0.72116	1	icgc_snp_sangerBreast
ENSG00000038382	0.43154	0.96153368869936	icgc_snp_sangerBreast
ENSG00000039068	0.00000000011606	1.34758555555556e-08	icgc_snp_sangerBreast
ENSG00000039123	\N	\N	icgc_snp_sangerBreast
ENSG00000039139	0.000018920	0.000270841095890411	icgc_snp_sangerBreast
ENSG00000039319	0.76492	1	icgc_snp_sangerBreast
ENSG00000039650	\N	\N	icgc_snp_sangerBreast
ENSG00000039987	\N	\N	icgc_snp_sangerBreast
ENSG00000040531	\N	\N	icgc_snp_sangerBreast
ENSG00000040633	\N	\N	icgc_snp_sangerBreast
ENSG00000040731	0.77365	1	icgc_snp_sangerBreast
ENSG00000041515	0.33772	0.856595631067961	icgc_snp_sangerBreast
ENSG00000041802	0.77365	1	icgc_snp_sangerBreast
ENSG00000041982	0.90073	1	icgc_snp_sangerBreast
ENSG00000041988	\N	\N	icgc_snp_sangerBreast
ENSG00000042088	\N	\N	icgc_snp_sangerBreast
ENSG00000042445	\N	\N	icgc_snp_sangerBreast
ENSG00000042781	0.93649	1	icgc_snp_sangerBreast
ENSG00000042813	\N	\N	icgc_snp_sangerBreast
ENSG00000042832	0.56546	1	icgc_snp_sangerBreast
ENSG00000043143	0.0000057985	9.61814682539683e-05	icgc_snp_sangerBreast
ENSG00000043514	\N	\N	icgc_snp_sangerBreast
ENSG00000044090	\N	\N	icgc_snp_sangerBreast
ENSG00000044446	0.53048	1	icgc_snp_sangerBreast
ENSG00000044459	0.93668	1	icgc_snp_sangerBreast
ENSG00000044524	0.00000044572	1.1644435e-05	icgc_snp_sangerBreast
ENSG00000046604	\N	\N	icgc_snp_sangerBreast
ENSG00000046774	0.99593	1	icgc_snp_sangerBreast
ENSG00000046889	0.000000000029462	3.84847375e-09	icgc_snp_sangerBreast
ENSG00000047188	0.095734	0.401775220883534	icgc_snp_sangerBreast
ENSG00000047346	\N	\N	icgc_snp_sangerBreast
ENSG00000047365	0.81458	1	icgc_snp_sangerBreast
ENSG00000047410	0.89027	1	icgc_snp_sangerBreast
ENSG00000047457	0.0000000000049248	1.286604e-09	icgc_snp_sangerBreast
ENSG00000047578	\N	\N	icgc_snp_sangerBreast
ENSG00000047644	0.82549	1	icgc_snp_sangerBreast
ENSG00000047849	\N	\N	icgc_snp_sangerBreast
ENSG00000047936	0.93509	1	icgc_snp_sangerBreast
ENSG00000048028	\N	\N	icgc_snp_sangerBreast
ENSG00000048162	\N	\N	icgc_snp_sangerBreast
ENSG00000048342	0.15990	0.537284565916399	icgc_snp_sangerBreast
ENSG00000048405	\N	\N	icgc_snp_sangerBreast
ENSG00000048707	0.031535	0.184100977653631	icgc_snp_sangerBreast
ENSG00000048740	\N	\N	icgc_snp_sangerBreast
ENSG00000048991	\N	\N	icgc_snp_sangerBreast
ENSG00000049167	\N	\N	icgc_snp_sangerBreast
ENSG00000049192	0.23291	0.701414841498559	icgc_snp_sangerBreast
ENSG00000049245	\N	\N	icgc_snp_sangerBreast
ENSG00000049246	0.85426	1	icgc_snp_sangerBreast
ENSG00000049618	0.00033977	0.00417717235294118	icgc_snp_sangerBreast
ENSG00000049656	\N	\N	icgc_snp_sangerBreast
ENSG00000049883	\N	\N	icgc_snp_sangerBreast
ENSG00000050030	\N	\N	icgc_snp_sangerBreast
ENSG00000050130	\N	\N	icgc_snp_sangerBreast
ENSG00000050344	\N	\N	icgc_snp_sangerBreast
ENSG00000050405	0.89597	1	icgc_snp_sangerBreast
ENSG00000050438	0.24398	0.710192479108635	icgc_snp_sangerBreast
ENSG00000050820	\N	\N	icgc_snp_sangerBreast
ENSG00000051009	\N	\N	icgc_snp_sangerBreast
ENSG00000051341	0.99446	1	icgc_snp_sangerBreast
ENSG00000051382	0.99150	1	icgc_snp_sangerBreast
ENSG00000051825	\N	\N	icgc_snp_sangerBreast
ENSG00000052749	\N	\N	icgc_snp_sangerBreast
ENSG00000052802	\N	\N	icgc_snp_sangerBreast
ENSG00000053108	\N	\N	icgc_snp_sangerBreast
ENSG00000053524	\N	\N	icgc_snp_sangerBreast
ENSG00000053747	0.083743	0.3616175	icgc_snp_sangerBreast
ENSG00000054116	\N	\N	icgc_snp_sangerBreast
ENSG00000054219	0.59892	1	icgc_snp_sangerBreast
ENSG00000054267	0.99988	1	icgc_snp_sangerBreast
ENSG00000054356	\N	\N	icgc_snp_sangerBreast
ENSG00000054654	0.27137	0.744308792650919	icgc_snp_sangerBreast
ENSG00000054690	\N	\N	icgc_snp_sangerBreast
ENSG00000054796	\N	\N	icgc_snp_sangerBreast
ENSG00000055044	\N	\N	icgc_snp_sangerBreast
ENSG00000055130	0.54961	1	icgc_snp_sangerBreast
ENSG00000055147	\N	\N	icgc_snp_sangerBreast
ENSG00000055332	\N	\N	icgc_snp_sangerBreast
ENSG00000055609	0.000000018174	1.35655928571429e-06	icgc_snp_sangerBreast
ENSG00000055813	0.26087	0.736781486486486	icgc_snp_sangerBreast
ENSG00000055917	\N	\N	icgc_snp_sangerBreast
ENSG00000056097	\N	\N	icgc_snp_sangerBreast
ENSG00000056586	0.042316	0.216765784313725	icgc_snp_sangerBreast
ENSG00000057019	\N	\N	icgc_snp_sangerBreast
ENSG00000057149	\N	\N	icgc_snp_sangerBreast
ENSG00000057294	\N	\N	icgc_snp_sangerBreast
ENSG00000057657	0.050492	0.243152718894009	icgc_snp_sangerBreast
ENSG00000057704	\N	\N	icgc_snp_sangerBreast
ENSG00000058063	0.64025	1	icgc_snp_sangerBreast
ENSG00000058272	\N	\N	icgc_snp_sangerBreast
ENSG00000058335	\N	\N	icgc_snp_sangerBreast
ENSG00000058668	0.59201	1	icgc_snp_sangerBreast
ENSG00000058729	\N	\N	icgc_snp_sangerBreast
ENSG00000058804	\N	\N	icgc_snp_sangerBreast
ENSG00000058866	\N	\N	icgc_snp_sangerBreast
ENSG00000060339	0.24110	0.707723314606742	icgc_snp_sangerBreast
ENSG00000060566	\N	\N	icgc_snp_sangerBreast
ENSG00000060656	0.99864	1	icgc_snp_sangerBreast
ENSG00000060709	\N	\N	icgc_snp_sangerBreast
ENSG00000060749	0.83534	1	icgc_snp_sangerBreast
ENSG00000061455	\N	\N	icgc_snp_sangerBreast
ENSG00000061656	\N	\N	icgc_snp_sangerBreast
ENSG00000061676	\N	\N	icgc_snp_sangerBreast
ENSG00000061918	\N	\N	icgc_snp_sangerBreast
ENSG00000061987	0.58851	1	icgc_snp_sangerBreast
ENSG00000062038	\N	\N	icgc_snp_sangerBreast
ENSG00000062370	\N	\N	icgc_snp_sangerBreast
ENSG00000062524	\N	\N	icgc_snp_sangerBreast
ENSG00000062650	0.0037580	0.035701	icgc_snp_sangerBreast
ENSG00000062822	0.23991	0.708208898305085	icgc_snp_sangerBreast
ENSG00000063046	\N	\N	icgc_snp_sangerBreast
ENSG00000063169	0.97730	1	icgc_snp_sangerBreast
ENSG00000063761	0.84296	1	icgc_snp_sangerBreast
ENSG00000064012	0.0000000000012072	4.20508e-10	icgc_snp_sangerBreast
ENSG00000064042	0.44597	0.972940814196242	icgc_snp_sangerBreast
ENSG00000064102	\N	\N	icgc_snp_sangerBreast
ENSG00000064201	\N	\N	icgc_snp_sangerBreast
ENSG00000064218	0.54961	1	icgc_snp_sangerBreast
ENSG00000064225	0.24035	0.707509154929577	icgc_snp_sangerBreast
ENSG00000064313	\N	\N	icgc_snp_sangerBreast
ENSG00000064393	\N	\N	icgc_snp_sangerBreast
ENSG00000064490	\N	\N	icgc_snp_sangerBreast
ENSG00000064651	0.93509	1	icgc_snp_sangerBreast
ENSG00000064655	\N	\N	icgc_snp_sangerBreast
ENSG00000064687	\N	\N	icgc_snp_sangerBreast
ENSG00000064692	\N	\N	icgc_snp_sangerBreast
ENSG00000064933	\N	\N	icgc_snp_sangerBreast
ENSG00000065243	0.018536	0.128278940397351	icgc_snp_sangerBreast
ENSG00000065357	\N	\N	icgc_snp_sangerBreast
ENSG00000065361	0.020880	0.138098734177215	icgc_snp_sangerBreast
ENSG00000065413	\N	\N	icgc_snp_sangerBreast
ENSG00000065457	\N	\N	icgc_snp_sangerBreast
ENSG00000065485	\N	\N	icgc_snp_sangerBreast
ENSG00000065526	0.12233	0.461497653429603	icgc_snp_sangerBreast
ENSG00000065548	\N	\N	icgc_snp_sangerBreast
ENSG00000065559	0.000012202	0.000193198333333333	icgc_snp_sangerBreast
ENSG00000065609	0.99480	1	icgc_snp_sangerBreast
ENSG00000065675	0.0016537	0.0181907	icgc_snp_sangerBreast
ENSG00000065802	\N	\N	icgc_snp_sangerBreast
ENSG00000065833	0.97763	1	icgc_snp_sangerBreast
ENSG00000065882	0.027503	0.166130838150289	icgc_snp_sangerBreast
ENSG00000065989	\N	\N	icgc_snp_sangerBreast
ENSG00000066117	0.000000025923	1.6930959375e-06	icgc_snp_sangerBreast
ENSG00000066135	\N	\N	icgc_snp_sangerBreast
ENSG00000066136	\N	\N	icgc_snp_sangerBreast
ENSG00000066185	\N	\N	icgc_snp_sangerBreast
ENSG00000066279	\N	\N	icgc_snp_sangerBreast
ENSG00000066382	\N	\N	icgc_snp_sangerBreast
ENSG00000066468	\N	\N	icgc_snp_sangerBreast
ENSG00000066651	\N	\N	icgc_snp_sangerBreast
ENSG00000066654	\N	\N	icgc_snp_sangerBreast
ENSG00000066739	0.83894	1	icgc_snp_sangerBreast
ENSG00000066923	\N	\N	icgc_snp_sangerBreast
ENSG00000066933	0.0031520	0.0316715384615385	icgc_snp_sangerBreast
ENSG00000067113	0.54961	1	icgc_snp_sangerBreast
ENSG00000067141	0.78515	1	icgc_snp_sangerBreast
ENSG00000067248	0.99886	1	icgc_snp_sangerBreast
ENSG00000067334	\N	\N	icgc_snp_sangerBreast
ENSG00000067369	\N	\N	icgc_snp_sangerBreast
ENSG00000067445	\N	\N	icgc_snp_sangerBreast
ENSG00000067533	\N	\N	icgc_snp_sangerBreast
ENSG00000067606	\N	\N	icgc_snp_sangerBreast
ENSG00000067704	\N	\N	icgc_snp_sangerBreast
ENSG00000067798	0.024231	0.15825871875	icgc_snp_sangerBreast
ENSG00000067829	0.89864	1	icgc_snp_sangerBreast
ENSG00000067840	\N	\N	icgc_snp_sangerBreast
ENSG00000067842	\N	\N	icgc_snp_sangerBreast
ENSG00000067900	0.75224	1	icgc_snp_sangerBreast
ENSG00000067955	\N	\N	icgc_snp_sangerBreast
ENSG00000068024	\N	\N	icgc_snp_sangerBreast
ENSG00000068097	0.93136	1	icgc_snp_sangerBreast
ENSG00000068120	\N	\N	icgc_snp_sangerBreast
ENSG00000068305	\N	\N	icgc_snp_sangerBreast
ENSG00000068323	\N	\N	icgc_snp_sangerBreast
ENSG00000068354	0.015335	0.11051775862069	icgc_snp_sangerBreast
ENSG00000068366	\N	\N	icgc_snp_sangerBreast
ENSG00000068400	\N	\N	icgc_snp_sangerBreast
ENSG00000068438	\N	\N	icgc_snp_sangerBreast
ENSG00000068654	0.98126	1	icgc_snp_sangerBreast
ENSG00000068781	\N	\N	icgc_snp_sangerBreast
ENSG00000068784	\N	\N	icgc_snp_sangerBreast
ENSG00000068796	0.16979	0.561489082278481	icgc_snp_sangerBreast
ENSG00000068878	0.99864	1	icgc_snp_sangerBreast
ENSG00000068885	\N	\N	icgc_snp_sangerBreast
ENSG00000069018	0.91669	1	icgc_snp_sangerBreast
ENSG00000069020	\N	\N	icgc_snp_sangerBreast
ENSG00000069188	\N	\N	icgc_snp_sangerBreast
ENSG00000069329	0.99323	1	icgc_snp_sangerBreast
ENSG00000069431	\N	\N	icgc_snp_sangerBreast
ENSG00000069509	\N	\N	icgc_snp_sangerBreast
ENSG00000069535	\N	\N	icgc_snp_sangerBreast
ENSG00000069712	\N	\N	icgc_snp_sangerBreast
ENSG00000069956	\N	\N	icgc_snp_sangerBreast
ENSG00000070018	\N	\N	icgc_snp_sangerBreast
ENSG00000070019	\N	\N	icgc_snp_sangerBreast
ENSG00000070061	0.35581	0.879010520094563	icgc_snp_sangerBreast
ENSG00000070269	\N	\N	icgc_snp_sangerBreast
ENSG00000070366	0.88148	1	icgc_snp_sangerBreast
ENSG00000070371	0.90789	1	icgc_snp_sangerBreast
ENSG00000070540	\N	\N	icgc_snp_sangerBreast
ENSG00000070601	\N	\N	icgc_snp_sangerBreast
ENSG00000070729	0.99228	1	icgc_snp_sangerBreast
ENSG00000070759	\N	\N	icgc_snp_sangerBreast
ENSG00000070770	\N	\N	icgc_snp_sangerBreast
ENSG00000070814	\N	\N	icgc_snp_sangerBreast
ENSG00000071054	\N	\N	icgc_snp_sangerBreast
ENSG00000071073	0.81599	1	icgc_snp_sangerBreast
ENSG00000071203	\N	\N	icgc_snp_sangerBreast
ENSG00000071282	0.40753	0.929844650655022	icgc_snp_sangerBreast
ENSG00000071539	\N	\N	icgc_snp_sangerBreast
ENSG00000071859	\N	\N	icgc_snp_sangerBreast
ENSG00000071894	0.36781	0.889725578703704	icgc_snp_sangerBreast
ENSG00000071909	\N	\N	icgc_snp_sangerBreast
ENSG00000071994	\N	\N	icgc_snp_sangerBreast
ENSG00000072121	\N	\N	icgc_snp_sangerBreast
ENSG00000072133	\N	\N	icgc_snp_sangerBreast
ENSG00000072134	\N	\N	icgc_snp_sangerBreast
ENSG00000072195	\N	\N	icgc_snp_sangerBreast
ENSG00000072274	\N	\N	icgc_snp_sangerBreast
ENSG00000072315	\N	\N	icgc_snp_sangerBreast
ENSG00000072501	0.54961	1	icgc_snp_sangerBreast
ENSG00000072736	\N	\N	icgc_snp_sangerBreast
ENSG00000072756	\N	\N	icgc_snp_sangerBreast
ENSG00000072778	\N	\N	icgc_snp_sangerBreast
ENSG00000072786	\N	\N	icgc_snp_sangerBreast
ENSG00000072818	0.037063	0.2038465	icgc_snp_sangerBreast
ENSG00000073009	\N	\N	icgc_snp_sangerBreast
ENSG00000073282	\N	\N	icgc_snp_sangerBreast
ENSG00000073331	\N	\N	icgc_snp_sangerBreast
ENSG00000073350	\N	\N	icgc_snp_sangerBreast
ENSG00000073417	\N	\N	icgc_snp_sangerBreast
ENSG00000073605	\N	\N	icgc_snp_sangerBreast
ENSG00000073614	0.00066435	0.00797983620689655	icgc_snp_sangerBreast
ENSG00000073670	\N	\N	icgc_snp_sangerBreast
ENSG00000073711	\N	\N	icgc_snp_sangerBreast
ENSG00000073712	\N	\N	icgc_snp_sangerBreast
ENSG00000073734	\N	\N	icgc_snp_sangerBreast
ENSG00000073737	\N	\N	icgc_snp_sangerBreast
ENSG00000073754	0.66669	1	icgc_snp_sangerBreast
ENSG00000073756	\N	\N	icgc_snp_sangerBreast
ENSG00000073803	0.0000000082923	7.22121125e-07	icgc_snp_sangerBreast
ENSG00000073910	0.098093	0.406774543650794	icgc_snp_sangerBreast
ENSG00000074047	\N	\N	icgc_snp_sangerBreast
ENSG00000074054	0.88554	1	icgc_snp_sangerBreast
ENSG00000074276	\N	\N	icgc_snp_sangerBreast
ENSG00000074527	0.99503	1	icgc_snp_sangerBreast
ENSG00000074590	\N	\N	icgc_snp_sangerBreast
ENSG00000074603	0.36069	0.878603846153846	icgc_snp_sangerBreast
ENSG00000074621	0.98158	1	icgc_snp_sangerBreast
ENSG00000074695	0.000013956	0.000214470882352941	icgc_snp_sangerBreast
ENSG00000074803	\N	\N	icgc_snp_sangerBreast
ENSG00000074966	\N	\N	icgc_snp_sangerBreast
ENSG00000075043	\N	\N	icgc_snp_sangerBreast
ENSG00000075213	\N	\N	icgc_snp_sangerBreast
ENSG00000075218	\N	\N	icgc_snp_sangerBreast
ENSG00000075292	\N	\N	icgc_snp_sangerBreast
ENSG00000075399	\N	\N	icgc_snp_sangerBreast
ENSG00000075407	\N	\N	icgc_snp_sangerBreast
ENSG00000075413	\N	\N	icgc_snp_sangerBreast
ENSG00000075420	\N	\N	icgc_snp_sangerBreast
ENSG00000075539	\N	\N	icgc_snp_sangerBreast
ENSG00000075568	0.61299	1	icgc_snp_sangerBreast
ENSG00000075651	\N	\N	icgc_snp_sangerBreast
ENSG00000075673	0.019644	0.134169803921569	icgc_snp_sangerBreast
ENSG00000075826	\N	\N	icgc_snp_sangerBreast
ENSG00000075886	\N	\N	icgc_snp_sangerBreast
ENSG00000075975	0.12341	0.463897302158273	icgc_snp_sangerBreast
ENSG00000076053	\N	\N	icgc_snp_sangerBreast
ENSG00000076067	\N	\N	icgc_snp_sangerBreast
ENSG00000076108	\N	\N	icgc_snp_sangerBreast
ENSG00000076258	\N	\N	icgc_snp_sangerBreast
ENSG00000076321	\N	\N	icgc_snp_sangerBreast
ENSG00000076356	\N	\N	icgc_snp_sangerBreast
ENSG00000076382	0.99864	1	icgc_snp_sangerBreast
ENSG00000076555	\N	\N	icgc_snp_sangerBreast
ENSG00000076641	\N	\N	icgc_snp_sangerBreast
ENSG00000076650	0.25621	0.733532739726027	icgc_snp_sangerBreast
ENSG00000076984	\N	\N	icgc_snp_sangerBreast
ENSG00000077063	\N	\N	icgc_snp_sangerBreast
ENSG00000077232	\N	\N	icgc_snp_sangerBreast
ENSG00000077264	\N	\N	icgc_snp_sangerBreast
ENSG00000077454	\N	\N	icgc_snp_sangerBreast
ENSG00000077514	\N	\N	icgc_snp_sangerBreast
ENSG00000077616	\N	\N	icgc_snp_sangerBreast
ENSG00000077809	\N	\N	icgc_snp_sangerBreast
ENSG00000077935	\N	\N	icgc_snp_sangerBreast
ENSG00000078018	0.55797	1	icgc_snp_sangerBreast
ENSG00000078098	\N	\N	icgc_snp_sangerBreast
ENSG00000078142	\N	\N	icgc_snp_sangerBreast
ENSG00000078177	\N	\N	icgc_snp_sangerBreast
ENSG00000078295	\N	\N	icgc_snp_sangerBreast
ENSG00000078328	\N	\N	icgc_snp_sangerBreast
ENSG00000078403	\N	\N	icgc_snp_sangerBreast
ENSG00000078596	\N	\N	icgc_snp_sangerBreast
ENSG00000078618	0.43529	0.96372468220339	icgc_snp_sangerBreast
ENSG00000078687	\N	\N	icgc_snp_sangerBreast
ENSG00000078747	0.17559	0.57341109375	icgc_snp_sangerBreast
